Date,PX_LAST,Change,% Change,PX_OPEN,Change,% Change,PX_HIGH,Change,% Change,PX_LOW,Change,% Change
4/6/25,595.93,-0.16,-0.026841584,596.96,0.87,0.145951115,597.95,1.86,0.312033418,595.49,-0.6,-0.100655941
3/6/25,596.09,3.38,0.570262017,592.34,-0.37,-0.062425132,597.08,4.37,0.737291424,591.85,-0.86,-0.145096253
2/6/25,592.71,3.32,0.563294253,587.76,-1.63,-0.276557118,592.79,3.4,0.576867609,585.06,-4.33,-0.734657867
30/5/25,589.39,-0.66,-0.111854928,588.93,-1.12,-0.189814423,591.1299,1.0799,0.183018388,583.235,-6.815,-1.154986866
29/5/25,590.05,2.32,0.394739081,593.06,5.33,0.906879009,593.2,5.47,0.930699471,586.07,-1.66,-0.282442618
28/5/25,587.73,-3.42,-0.578533367,591.56,0.41,0.069356339,592.7688,1.6188,0.273839127,586.985,-4.165,-0.704558911
27/5/25,591.15,12.04,2.079052339,586.07,6.96,1.201844209,591.31,12.2,2.106680941,578.43,-0.68,-0.117421561
23/5/25,579.11,-3.98,-0.682570444,575.98,-7.11,-1.219365793,581.8101,-1.2799,-0.219502993,575.6,-7.49,-1.284535835
22/5/25,583.09,0.23,0.039460591,582.66,-0.2,-0.034313557,586.62,3.76,0.645094877,581.405,-1.455,-0.249631129
21/5/25,582.86,-9.99,-1.685080543,588.44,-4.41,-0.743864384,592.58,-0.27,-0.045542717,581.82,-11.03,-1.860504343
20/5/25,592.85,-2,-0.336219215,593.09,-1.76,-0.295872909,594.05,-0.8,-0.134487686,589.6,-5.25,-0.882575439
19/5/25,594.85,0.65,0.109390778,588.1,-6.1,-1.026590374,595.54,1.34,0.225513295,588.1,-6.1,-1.026590374
16/5/25,594.2,3.74,0.633404464,591.25,0.79,0.133793991,594.5,4.04,0.684212309,589.28,-1.18,-0.199844189
15/5/25,590.46,2.87,0.488435814,585.56,-2.03,-0.34547899,590.97,3.38,0.575231028,585.0969,-2.4931,-0.424292449
14/5/25,587.59,0.75,0.127803149,587.81,0.97,0.165292073,588.98,2.14,0.364664985,585.535,-1.305,-0.222377479
13/5/25,586.84,3.85,0.660388686,583.41,0.42,0.072042402,589.08,6.09,1.04461483,582.84,-0.15,-0.025729429
12/5/25,582.99,18.65,3.304745366,581.47,17.13,3.035404189,583,18.66,3.306517348,577.04,12.7,2.250416416
9/5/25,564.34,-0.72,-0.127420097,566.48,1.42,0.251300747,567.5,2.44,0.431812551,562.7637,-2.2963,-0.406381623
8/5/25,565.06,3.91,0.696783391,565.24,4.09,0.728860376,570.31,9.16,1.632362114,561.7,0.55,0.098013009
7/5/25,561.15,2.35,0.420544023,560.15,1.35,0.24158912,563.82,5.02,0.898353615,556.04,-2.76,-0.493915533
6/5/25,558.8,-4.71,-0.83583255,557.93,-5.58,-0.990222001,563.3476,-0.1624,-0.028819364,556.96,-6.55,-1.162357367
5/5/25,563.51,-3.25,-0.573434964,562.57,-4.19,-0.739289999,566.65,-0.11,-0.019408568,561.7,-5.06,-0.892794128
2/5/25,566.76,8.29,1.484412771,564.73,6.26,1.120919655,568.38,9.91,1.77449102,562.38,3.91,0.700127133
1/5/25,558.47,3.93,0.708695495,560.37,5.83,1.051321816,564.0699,9.5299,1.718523461,557.86,3.32,0.598694413
30/4/25,554.54,0.22,0.039688267,547.57,-6.75,-1.217708183,556.52,2.2,0.396882667,541.52,-12.8,-2.309135517
29/4/25,554.32,3.47,0.629935554,548.91,-1.94,-0.35218299,555.45,4.6,0.835073069,548.55,-2.3,-0.417536534
28/4/25,550.85,0.21,0.03813744,551.39,0.75,0.136205143,553.55,2.91,0.528475955,545.02,-5.62,-1.020630539
25/4/25,550.64,3.95,0.722530136,546.65,-0.04,-0.007316761,551.05,4.36,0.797526935,543.69,-3,-0.548757065
24/4/25,546.69,11.27,2.104889619,536.715,1.295,0.241866198,547.43,12.01,2.243098876,535.4504,0.0304,0.005677786
23/4/25,535.42,8.17,1.54954955,540.43,13.18,2.499762921,545.43,18.18,3.448079659,533.88,6.63,1.257467994
22/4/25,527.25,13.37,2.601774733,520.14,6.26,1.218183233,529.305,15.425,3.001673542,519.1925,5.3125,1.033801666
21/4/25,513.88,-12.53,-2.380273931,521.16,-5.25,-0.997321479,521.7,-4.71,-0.894739842,508.46,-17.95,-3.40988963
17/4/25,526.41,0.75,0.142677777,527.64,1.98,0.37666933,531.165,5.505,1.04725488,523.91,-1.75,-0.332914812
16/4/25,525.66,-11.95,-2.222800915,531.68,-5.93,-1.103030078,537.8854,0.2754,0.051226726,520.29,-17.32,-3.221666264
15/4/25,537.61,-1.51,-0.280086066,539.675,0.555,0.102945541,543.23,4.11,0.762353465,536.81,-2.31,-0.428476035
14/4/25,539.12,5.18,0.970146458,544.05,10.11,1.893471177,544.28,10.34,1.936547178,533.86,-0.08,-0.014982957
11/4/25,533.94,9.36,1.784284571,523.01,-1.57,-0.299287049,536.43,11.85,2.258950017,520.07,-4.51,-0.859735407
10/4/25,524.58,-24.04,-4.381903686,532.17,-16.45,-2.99843243,533.495,-15.125,-2.756917356,509.32,-39.3,-7.163428238
9/4/25,548.62,,,493.44,,,548.62,,,493.05,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
